,Company_Name,Sector,Stage,Amount($),HeadQuarter,What it does,Funding Year,Founded,Founders,Investor
903,Bombay Hemp Company,Textiles,N/A,2000000.0,Mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2021,2013,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
904,DGV,Information Technology & Services,Pre-series A,3000000.0,Bangalore,NeoBanking for Bharat,2021,2019,Ragavan Venkatesan,"Info Edge Ventures, Omnivore"
905,GuardianLink,Information Technology & Services,Series A,12000000.0,Chennai,Building tech infrastructure to help NFT commerce go mainstream,2021,2017,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital
906,Clinikk,Hospital & Health Care,Pre-series A,4000000.0,Bangalore,Transforming health insurance by building India's first managed care model,2021,2016,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures
907,Toplyne,Computer Software,N/A,2500000.0,Bangalore,Toplyne helps sales teams at product-led companies convert their freemium users!,2021,2021,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund"
908,Mensa,D2C,Series B,135000000.0,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,2021,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital"
909,GENLEAP,Professional Training & Coaching,Seed,8000000.0,Haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021,2021,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh"
910,Planys,Maritime,Pre-series A,1600000.0,Chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021,2015,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell"
911,Wonderchef,Consumer Goods,N/A,20000000.0,Mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021,2009,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
912,GoKwik,Information Technology & Services,Series A,15000000.0,New Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021,2020,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India
913,Velocity,Financial Services,Series A,20000000.0,Bangalore,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021,2020,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures
914,SalaryBox,Financial Services,Seed,4000000.0,Gurugram,SalaryBox is solution that makes employee management effortless.,2021,2020,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
915,Boingg,Furniture,Seed,200000.0,Gurugram,D2C furniture brand,2021,2019,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures
916,Better Capital,Venture Capital & Private Equity,N/A,15000000.0,Santra,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021,2006,Vaibhav Domkundwar,N/A
917,Tickertape,Financial Services,N/A,5000000.0,Bangalore,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021,2019,Ujjwal Ankur,Smallcase
918,Zenpay Solutions,Financial Services,N/A,0.0,New Delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021,2019,Ankit Bhargava,"The StarupLab, AngelBay"
919,Disprz,E-learning,Series B,13000000.0,Mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021,2015,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital"
920,Arbo Works,Computer Software,N/A,0.0,"Mountain View, CA",Finance technology,2021,2021,Caesar Sengupta,Sequoia Capital
921,Inzpira,E-learning,Seed,300000.0,Trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021,2021,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate"
922,Defy,Financial Services,N/A,5500000.0,Bangalore,Building India's first social crypto exchange,2021,2021,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
923,Mindhouse,"Health, Wellness & Fitness",Seed,6000000.0,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,2019,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst"
924,Homversity,Housing Marketplace,N/A,155000.0,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,2017,Saurav Kumar Sinha,N/A
925,Toppersnotes,Education Management,Seed,1000000.0,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,2015,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures
926,NoBroker.com,Real Estate,Series E,2100000.0,Bangalore,NoBroker is a disruptive force in the Real Estate Industry.,2021,2014,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures"
927,Haber,Industrial Automation,Series B,20000000.0,Pune,"Real-time, automated insights to increase plant efficiency",2021,2017,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital
928,True Balance,Financial Services,N/A,30000000.0,Gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,2014,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
929,Recordent,Financial Services,N/A,400000.0,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,2018,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
930,Koparo,Consumer Goods,Seed,700000.0,New Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,2020,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
931,Indifi,Financial Services,N/A,40000000.0,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,2015,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
932,Settl,Real Estate,Seed,500000.0,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,2020,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle"
933,Park+,Tech startup,Series B,25000000.0,New Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,2019,Amit Lakhotia,"Sequoia Capital, Matrix Partners"
934,Simple Energy,Automotive,Pre-series,21000000.0,Bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,2019,Suhas Rajkumar,N/A
935,Dream Sports,Sports,N/A,840000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,2008,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
936,Spinny,Automotive,Series E,248000000.0,Gurugram,Spinny is a new age used car end-to-end platform in India.,2021,2015,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global"
937,Rentomojo,Furniture Rental,N/A,10000000.0,Bangalore,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,2014,Geetansh Bamania,"Accel, Bain Capital"
938,Slice,Financial Services,Series B,220000000.0,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,2015,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners"
939,21K School,E-learning,Pre-series A,5000000.0,Bangalore,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,2020,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala
940,Adda247,E-learning,Series B,20000000.0,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,2016,"Anil Nagar, Saurabh Bansal",WestBridge Capital
941,Loop Health,Hospital & Health Care,N/A,12000000.0,Pune,India's first health insurance with unlimited primary care for employees.,2021,2018,"Amrit Singh, Mayank Kale","Elevation, General Catalyst"
942,Rupifi,Financial Services,Debt,1000000.0,Bangalore,Embedded Lending for Small Businesses,2021,2020,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital
943,RENEE Cosmetics,Cosmetics,Pre-series A,1500000.0,Ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,2019,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns"
944,Svish,Consumer Goods,Seed,400000.0,Gurugram,D2C personal hygiene startup,2021,2020,"Ishan, Jaideep Mahajan",Nueva
945,Progcap,FinTech,Series C,30000000.0,New Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,2016,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global
946,Smartstaff,Recruitment,N/A,4300000.0,Bangalore,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,2020,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners"
947,D’Moksha Homes,Textiles,Seed,570000.0,Mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,2020,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat"
948,ANS Commerce,E-commerce,Pre-series A,2200000.0,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,2017,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts"
949,Mobileware Technologies,Information Technology & Services,N/A,4700000.0,Mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,2008,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services
950,GramCover,Insurance,Series A,7000000.0,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,2021,2016,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures"
951,BYJU'S,EdTech,N/A,300000000.0,Bangalore,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,2011,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss"
952,Hyperface,Information Technology & Services,N/A,1300000.0,Bangalore,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,2021,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital"
953,Licious,Food & Beverages,Series G,52000000.0,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,2015,"Vivek Gupta, Abhay",N/A
954,Chalo,Mobility,Series C,40000000.0,Mumbai,India’s #1 bus transport technology company.,2021,2014,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital"
955,Kaar Technologies,Information Technology & Services,N/A,4000000.0,Chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,2005,Maran Nagarajan,BlackSoil
956,Kissan Pro,Farming,N/A,0.0,Jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021,2021,Ravi Dasoundhi,EKKI
957,Sunstone Eduversity,EdTech,Series B,28000000.0,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,2011,"Ashish Munjal, Piyush Nangru",WestBridge Capital
958,Ozonetel,Telecommunications,Series A,5000000.0,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2021,2007,"CSN Murthy, Atul Sharma",Stakeboat Capital
959,CoinSwitch Kuber,Crypto,Series C,260000000.0,Bangalore,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,2017,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz"
960,Pazcare,Insurance,Seed,3500000.0,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,2020,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital"
961,kWh Bikes,Automotive,Seed,2000000.0,Bangalore,Building India’s strongest and smartest electric 2 wheelers,2021,2020,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital"
962,IBSFINtech,Information Technology & Services,Pre-series A,1000000.0,Bangalore,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021,2006,"C M Grover, TM Manjunath",N/A
963,LeadSquared,Computer Software,N/A,0.0,Bangalore,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021,2011,Nilesh Patel,International Finance Corporation
964,Phool.co,Renewables & Environment,N/A,0.0,Kanpur,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021,2017,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation"
965,Twin Health,"Health, Wellness & Fitness",Series C,140000000.0,Chennai,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021,2018,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors"
966,Trica,Equity Management,Seed,3000000.0,Mumbai,Powering private markets - A technology platform for startups and investors.,2021,2021,Nimesh Kampani,LetsVenture
967,mHealth,"Health, Wellness & Fitness",Seed,0.0,New Delhi,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021,2020,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator
968,Rebel Foods,Cloud kitchen,Series F,175000000.0,Mumbai,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021,2011,"Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority
969,ProfitWheel,Marketing & Advertising,Seed,3000000.0,Mumbai,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021,2020,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani"
970,Log 9 Materials,Nanotechnology,N/A,2000000.0,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,2014,Akshay Singhal,Petronas Ventures
971,Chingari,Entertainment,N/A,19000000.0,Bangalore,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021,2018,Sumit Ghosh,Solana
972,Ishitva,Computer Software,Pre-series A,1000000.0,Ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,2018,Jitesh Dadlani,Inflection Point Ventures
